Simulation,D1,D2,K,O,best_order,best_delay1,best_mse,best_k,best_mae,best_r2,best_aic,best_bic,k_lower_limit,k_upper_limit,abs_error_order,abs_error_delay1,abs_error_k
27,14.96370202070102,16.604965889942832,1.719472334953025,3.9883849225007,3.0,16.0,0.058586964404186335,1.8309475103218604,0.19033674769869413,0.9378012211760258,2.0640348912139075,4.679155408055167,1.737396849547281,1.92449817109644,0.9883849225007002,1.0362979792989808,0.11147517536883544
28,15.064479906577615,53.01246921683196,-4.269299487350509,2.6667801286093886,2.0,100.0,0.7212156221056727,-35.40201875988462,0.68194641010594,0.8645079251071334,255.61705391865334,258.2321744354946,-38.182602113069514,-32.621435406699725,0.6667801286093886,84.93552009342238,31.13271927253411
29,23.6155263572,53.860868249437765,3.7398873490747055,2.043109294492752,2.0,99.0,0.24689699962992864,18.993094474901522,0.42927309977625905,0.8458999129046799,147.34839618527192,149.9635167021132,17.384772063692985,20.60141688611006,0.043109294492751804,75.3844736428,15.253207125826815
30,7.449986201245338,66.88098379981238,2.9385567258577794,3.35477203829214,2.0,100.0,0.9045703701768623,31.770592417816825,0.7793597577608117,0.8038085059191066,278.4957708214479,281.11089133828915,28.656549922889482,34.88463491274417,1.3547720382921402,92.55001379875466,28.832035691959046
31,8.858500503469257,20.7562061190838,-4.6385439892765135,4.017758975271136,1.0,94.0,0.7721031523361372,-29.535733053708885,0.7141778733775672,0.9172707296251738,262.50323449971654,265.1183550165578,-31.29553590412149,-27.77593020329628,3.0177589752711356,85.14149949653074,24.89718906443237
32,2.2477346858941014,69.05170061008539,-2.6441970968153328,4.30783369904384,2.0,100.0,1.7525691180761165,-31.350235125155827,1.110013824770461,0.673103006947765,345.2949443711887,347.91006488803,-35.68475434598939,-27.015715904322263,2.30783369904384,97.7522653141059,28.706038028340494
33,38.124038759153336,21.700387287302878,-3.7858026672620326,1.123183231335133,2.0,16.0,0.1970382568542044,-1.988273876265239,0.3806172392032563,0.8106987815703013,124.56548914862276,127.18060966546402,-2.178889539310056,-1.7976582132204222,0.8768167686648669,22.124038759153336,1.7975287909967936
34,18.965779857244343,45.68645752838347,2.7208744909148663,2.3484261273406446,1.0,100.0,0.2508467989172485,10.006633090928135,0.38665770633753477,0.7790631669770256,148.9513819105574,151.56650242739866,8.949399056693514,11.063867125162757,1.3484261273406446,81.03422014275566,7.285758600013269
35,22.97350197890773,31.9512724672677,1.9833933457266535,3.763525473419577,2.0,44.0,0.06259822737440894,4.491048821610688,0.19477008871286525,0.8911908710960891,8.752733591389926,11.367854108231185,4.1797119826852756,4.802385660536101,1.7635254734195769,21.02649802109227,2.5076554758840346
36,44.2261340576224,38.86371307133231,-3.816998858237639,2.2803244856186207,3.0,30.0,0.05711833892964247,-2.298961280689315,0.18849934260762566,0.8802454091174748,-0.5000505080984112,2.1150700087428485,-2.4671943201827835,-2.130728241195847,0.7196755143813793,14.226134057622403,1.518037577548324
37,24.01537064788863,53.016744854976416,-1.656544281868264,1.8227108675055208,2.0,100.0,0.11742170465090915,-8.8517336962884,0.2735237843849698,0.7101479462654348,72.28524910645669,74.90036962329795,-9.973694141688432,-7.729773250888369,0.1772891324944792,75.98462935211137,7.1951894144201365
38,11.390934981871396,75.81160350178834,4.65222654514946,2.5813385634683077,2.0,100.0,1.2327110405637145,46.367754716077656,0.9400247507088165,0.8649334811389322,309.75638374357493,312.3715042604162,42.73250709776603,50.00300233438928,0.5813385634683077,88.6090650181286,41.715528170928195
39,3.050105853471905,16.653508703806438,2.5388899899553508,4.583536233287305,1.0,14.0,0.9192810706180172,3.7329272013286405,0.7929173615854221,0.7450779504030559,280.12508440726174,282.740204924103,3.2997278487526738,4.166126553904607,3.5835362332873046,10.949894146528095,1.1940372113732898
40,2.3833863358013327,12.0839451685315,-2.040034892270341,1.565013378392905,1.0,9.0,0.38473700760729485,-2.4844402319725862,0.5370469879540983,0.8264436033856206,192.15086090856784,194.7659814254091,-2.710320184436512,-2.2585602795086603,0.565013378392905,6.616613664198667,0.44440533970224516
41,1.361118130851537,44.78699148178566,-4.099973588017747,1.846654073800892,1.0,100.0,3.221654272162748,-28.369585864277614,1.4760099956878427,0.6881632685456793,406.7849763592238,409.40009687606505,-32.15842633904174,-24.58074538951349,0.8466540738008921,98.63888186914846,24.269612276259867
42,17.94013882940635,81.1200901385164,3.907916567986831,3.0553071484901007,2.0,100.0,0.43393650852768034,30.833024938616425,0.5553596508301024,0.8894290418379708,204.3050217281728,206.92014224501406,28.676192280341592,32.98985759689126,1.0553071484901007,82.05986117059365,26.925108370629594
43,16.438718808349222,61.59429343941156,0.558160728542134,4.61632915539667,2.0,100.0,0.05862318248025948,4.616999093811328,0.19534066908174963,0.5717531237478926,2.1264531356585508,4.74157365249981,3.824245806860122,5.4097523807625345,2.61632915539667,83.56128119165078,4.058838365269194
44,11.112368256319314,25.974381519830786,4.3207856838125736,3.3219478637911375,1.0,100.0,0.3076701716729722,25.43940179993597,0.4756071657034318,0.9489296915318085,169.57416266710737,172.18928318394865,24.268529449001246,26.61027415087069,2.3219478637911375,88.88763174368069,21.118616116123395
45,24.6824934524484,83.98520204762463,1.818739763693884,4.412088635843247,3.0,95.0,0.09912721868029571,11.050157809391207,0.2502012526341743,0.8321862154415535,55.1791108280716,57.79423134491286,10.065676510977415,12.034639107804999,1.4120886358432472,70.3175065475516,9.231418045697323
46,42.98697528289631,85.34314724209251,2.689658199669793,1.3943422404117882,1.0,100.0,0.10303485684644972,5.694594612734175,0.26389596856518815,0.7354648850784109,59.084102573593924,61.69922309043518,5.017017169520349,6.372172055948001,0.3943422404117882,57.01302471710369,3.004936413064382
47,3.329629132989794,73.08384705346542,-2.62094181147404,3.918703924398869,2.0,100.0,1.551874995642954,-33.121507483739144,1.0465875087845673,0.7218776054177215,333.0114350290859,335.62655554592715,-37.200301031095975,-29.04271393638231,1.9187039243988688,96.6703708670102,30.500565672265104
48,22.9320531305857,14.385002176160924,0.3937162330839783,3.0396555182524025,2.0,19.0,0.06787166032664149,0.3673829092644001,0.19898006806221158,0.2456908191312397,16.921776479185382,19.53689699602664,0.23967005388871143,0.49509576464008875,1.0396555182524025,3.9320531305857003,0.026333323819578203
49,23.06106133433059,14.65127202065196,-4.539396424079314,3.151062638033181,4.0,18.0,0.5192460110141989,-3.880546995640347,0.6036397796004497,0.8842350637336892,222.4324563626748,225.04757687951607,-4.159116154467193,-3.601977836813501,0.848937361966819,5.061061334330589,0.658849428438967
50,35.26674957154319,81.65887168643529,1.7294062033761293,4.470975593198091,3.0,92.0,0.06650025203563978,6.996477022622982,0.20704337245705434,0.7621100354459333,14.860080034237,17.47520055107826,6.22095512335259,7.771998921893374,1.4709755931980908,56.73325042845681,5.267070819246853
51,38.387484818231314,58.97716332075652,4.724220939679071,2.9451444265432656,2.0,94.0,0.07736724697605818,14.83317616608441,0.2173703044187343,0.9232154607599778,30.14721659068124,32.7623371075225,13.98447471502619,15.68187761714263,0.9451444265432656,55.612515181768686,10.108955226405339
52,10.114247138146313,83.18706711649429,-0.3212709433864802,4.656259706709534,2.0,100.0,0.0739585830792602,-3.9615887019885982,0.20482967802975519,0.43793002848715357,25.59633061877065,28.21145113561191,-4.852014320951018,-3.0711630830261782,2.656259706709534,89.88575286185369,3.640317758602118
53,27.765837521757927,63.07321123534348,2.2208030929323286,4.290948875714093,3.0,79.0,0.09251371059874347,8.859357626071608,0.23991616254836387,0.8417814888851619,48.20534300873172,50.820463525572976,8.097337174246343,9.621378077896873,1.2909488757140926,51.23416247824207,6.6385545331392795
54,4.562185644637792,19.128436544328,-1.247321501141414,1.1882619471289215,1.0,13.0,0.1880604250328237,-1.5065370613444016,0.37236003620902675,0.7168807797839039,119.8553959448823,122.47051646172356,-1.69437203640267,-1.3187020862861332,0.18826194712892153,8.437814355362207,0.2592155602029875
55,2.8809038712643087,3.478359319153242,0.9654652245808392,2.038948189932853,2.0,3.0,0.05987305595676127,0.9744513114224896,0.19192226129467393,0.8845843504023372,4.2571858010791175,6.872306317920377,0.9046186969645728,1.0442839258804066,0.038948189932852983,0.11909612873569131,0.008986086841650476
56,20.561381647828966,60.514654130791314,-1.6450192674528807,2.0149471047334373,2.0,100.0,0.13650115099576132,-10.472493925405995,0.2871553529015831,0.7468380811830466,87.49193825622521,90.10705877306647,-11.682176744396664,-9.262811106415327,0.0149471047334373,79.43861835217103,8.827474657953115
57,5.996039734687656,72.82595738430973,4.513442703755572,4.579610808286816,2.0,100.0,2.8530121953716048,55.51154626235182,1.4218337512895067,0.7986212333792594,394.511493734187,397.1266142510283,49.98116376036511,61.04192876433853,2.579610808286816,94.00396026531234,50.99810355859625
58,18.643416868057106,33.7925454051001,0.6819766492117196,3.020303233060986,2.0,45.0,0.057994871260925535,1.572214295836109,0.19041335567566584,0.506080841445257,1.0381131203284326,3.6532336371696923,1.2640621744006966,1.8803664172715213,1.0203032330609858,26.356583131942894,0.8902376466243893
59,9.317899488378316,22.361022843862884,-1.715954408282414,1.5892887371592224,1.0,100.0,0.12684911818440409,-10.18572076366167,0.2718756166484117,0.8784183185141659,80.08513230259268,82.70025281943394,-10.93753506012097,-9.433906467202371,0.5892887371592224,90.68210051162168,8.469766355379257
60,33.85860715666786,11.464755870285444,4.849707674002274,1.052374936174601,5.0,67.0,1.0237409407113758,-13.394144797418214,0.743034400961705,0.7030976191977824,290.995397916769,293.61051843361025,-15.120974257347992,-11.667315337488436,3.9476250638253987,33.14139284333214,18.24385247142049
61,40.82597516989336,40.81064589379821,-0.4886699991766363,2.403342211153358,5.0,24.0,0.05873239051072082,-0.24285098909692637,0.1899152420422096,0.15966803264562435,2.3144291129275985,4.929549629768858,-0.3533839401798793,-0.13231803801397346,2.596657788846642,16.82597516989336,0.2458190100797099
62,21.15561128454283,87.54754466481971,-2.6359667407814413,4.0642141248099515,3.0,100.0,0.22488898234224175,-20.28658908001576,0.39321994413235467,0.8665338952161611,137.91859426122224,140.5337147780635,-21.866152911588443,-18.707025248443074,1.0642141248099515,78.84438871545717,17.650622339234317
63,16.49006943264976,65.23167085985187,-1.4704181102570146,3.8759810836054394,2.0,100.0,0.1283147041856629,-13.099384626163804,0.2844221589255172,0.8307978595096798,81.24537369233946,83.86049420918071,-14.27223218778044,-11.926537064547167,1.8759810836054394,83.50993056735024,11.62896651590679
64,9.91780567029491,45.84811686736066,0.4897954396437853,3.5087886373512447,2.0,100.0,0.06543425770560127,4.441912224284253,0.19594401377197143,0.5254210055499661,13.227940414273576,15.843060931114834,3.60437147574377,5.2794529728247355,1.5087886373512447,90.08219432970509,3.9521167846404675
65,27.356018657330424,52.08123722241726,4.3057986872736365,1.2081824638880787,1.0,100.0,0.1563977779873254,12.459785555280002,0.3217462783509488,0.8976306475255355,101.23496522772834,103.8500857445696,11.624986126911976,13.294584983648027,0.2081824638880787,72.64398134266958,8.153986868006365
66,42.62980582611635,12.096850183908828,3.372278915485367,4.022519440855831,5.0,90.0,0.5464706630977054,-22.100050289323647,0.5007897266038033,0.8491964945972733,227.59384362931533,230.2089641461566,-23.947745432089583,-20.25235514655771,0.9774805591441691,47.37019417388365,25.472329204809014
67,33.89071937976405,85.45941764453892,-0.6208553409669548,1.2489212430082262,1.0,100.0,0.06905154134689506,-1.8799834814811243,0.20421897751797963,0.3113606295531698,18.662473911086124,21.277594427927383,-2.434677576120939,-1.3252893868413094,0.24892124300822616,66.10928062023595,1.2591281405141694
68,14.478765456471592,35.14876520901453,4.1520708601456136,1.438888322096318,1.0,100.0,0.31240381175932286,17.19907865504321,0.43426043226205174,0.893211803153251,171.11625909211511,173.7313796089564,16.019233493547556,18.37892381653886,0.438888322096318,85.52123454352841,13.047007794897596
69,23.64902994362637,50.23125616402831,2.443210621131584,3.0969233443029225,2.0,87.0,0.07191910612983202,11.599420045623788,0.21126220294146883,0.9041039618216994,22.772038632865815,25.387159149707074,10.849935201112858,12.348904890134717,1.0969233443029225,63.350970056373626,9.156209424492204
70,18.440895148087293,29.75019415852148,2.954425484640524,4.446248284075409,2.0,37.0,0.1876832335439819,6.374315879602272,0.3472131443712351,0.8942109707248457,119.65261752241122,122.26773803925248,5.939335834953381,6.809295924251163,2.446248284075409,18.559104851912707,3.4198903949617483
71,42.77624483173713,18.742073516245,-3.123998976079747,2.2156422822736204,5.0,83.0,0.33992225486263283,9.887311959415516,0.4603067109261782,0.6905324657445917,179.6427103888724,182.25783090571366,8.574117122545426,11.200506796285607,2.7843577177263796,40.22375516826287,13.011310935495263
72,10.853436703328043,89.15468491858337,-0.100268175592646,4.436290557961911,2.0,100.0,0.06114350311087581,-1.4497631795570973,0.1914895381206681,0.11206938738091743,6.377885278333906,8.993005795175165,-2.259378120795617,-0.6401482383185776,2.436290557961911,89.14656329667196,1.3494950039644513
73,35.98911198461428,68.66283530567307,-0.916490367380902,1.8860977725125847,2.0,100.0,0.06629157989796479,-3.838329374798481,0.19784278033977878,0.44933926747698383,14.542652328837278,17.157772845678537,-4.6813390139786355,-2.995319735618327,0.1139022274874153,64.01088801538572,2.921839007417579
74,15.171897458378226,78.0047651847126,3.705341111635789,2.9219596958719194,2.0,100.0,0.498345167213493,32.452064386042096,0.600637887288833,0.8858346989767024,218.28288785308266,220.89800836992393,30.140699659770284,34.76342911231391,0.9219596958719194,84.82810254162177,28.746723274406307
75,8.450132195372134,38.76416389655788,2.172487744828686,3.711318403016776,1.0,100.0,0.5226730041007261,13.681264497759798,0.5575223070100807,0.7598139856558853,223.09686030365447,225.71198082049574,12.155168376720395,15.207360618799202,2.711318403016776,91.54986780462787,11.508776752931112
76,30.690885791089386,61.970343599445194,3.4159844054374844,3.087585110682994,2.0,100.0,0.06612832710515545,15.437679280388425,0.2096043030150249,0.9297380862146596,14.293618164706686,16.908738681547945,14.595708298850123,16.279650261926726,1.0875851106829941,69.30911420891061,12.02169487495094
77,21.939873461145908,32.807768800179474,2.600533236982301,4.813734285067767,2.0,48.0,0.10835574284134734,7.274007022243765,0.2671296079684738,0.9091213240221028,64.1696931860869,66.78481370292816,6.817729344529065,7.730284699958466,2.813734285067767,26.060126538854092,4.673473785261464
78,7.439744091127069,88.87151748209726,2.529699938604608,1.6060304422862828,2.0,100.0,0.7218005225659229,26.462906093513663,0.7184507138980569,0.7808089769618974,255.6989309647815,258.31405148162276,23.681195452715677,29.24461673431165,0.3939695577137172,92.56025590887293,23.933206154909055
79,40.91241443762556,2.678148154518567,-2.285903835436329,4.629410612862557,4.0,83.0,0.20873609213580982,18.910653024307056,0.3370623112413085,0.9178101845121727,130.39044496839435,133.00556548523562,17.787925096411772,20.03338095220234,0.6294106128625572,42.08758556237444,21.196556859743385
80,13.525046351831406,42.929808517568745,2.3353611084166914,4.144142411183566,2.0,89.0,0.30525178015892324,17.423354790449764,0.459629034421372,0.8263899517996263,168.77713195295564,171.39225246979692,15.838964660386953,19.007744920512575,2.144142411183566,75.4749536481686,15.087993682033073
81,27.76585368765518,37.88785379554611,-0.3843836078885942,1.1749144946224988,1.0,100.0,0.05956097469052103,-1.3133093448107975,0.19112033304476156,0.203698176779045,3.729358355963825,6.344478872805085,-1.8284760080917373,-0.7981426815298577,0.17491449462249875,72.23414631234482,0.9289257369222033
82,3.249618083704263,30.590497092693116,1.189039059681818,2.82036353694275,1.0,100.0,0.2413996072554918,8.53936390887508,0.38193900472599085,0.7274019165986554,145.0741223835821,147.68924290042338,7.50222928437298,9.57649853337718,1.8203635369427502,96.75038191629574,7.350324849193262
83,19.617128311190758,23.91954962199088,0.4218169546220451,2.7808208693750203,2.0,27.0,0.0561327943244684,0.5332256074513334,0.18676161747941641,0.2935238566515598,-2.257958179221589,0.35716233761967064,0.36910108372449424,0.6973501311781726,0.7808208693750203,7.382871688809242,0.1114086528292883
84,20.65737035078928,23.40822958026547,-4.23354099621065,1.6244037677533925,2.0,22.0,0.09886807137759314,-4.364863594504954,0.24561667954974767,0.9603121645240053,54.91472178617559,57.52984230301685,-4.5409105833342585,-4.18881660567565,0.37559623224660754,1.3426296492107213,0.1313225982943047
85,20.62658447911963,15.910171023686416,1.212800397770479,4.9503235830925405,5.0,18.0,0.08663058953621018,1.121392294650905,0.2241532227017779,0.8107946521313689,41.56925162113811,44.184372137979366,1.0139180833194767,1.2288665059823332,0.0496764169074595,2.6265844791196287,0.09140810311957415
86,28.47792462212965,12.943053645431064,0.6129995046649128,3.8361466112546623,5.0,79.0,0.09312369609462848,-2.798855849298605,0.24135192117726323,0.424928515631565,48.86909669840932,51.48421721525058,-3.444835657262281,-2.152876041334929,1.1638533887453377,50.52207537787035,3.4118553539635177
87,6.759856487158686,18.086906289798208,3.713536217110232,2.067629419732839,1.0,26.0,0.765551504291702,7.489707166094482,0.6602229580724199,0.8569660692747332,261.64254649796123,264.2576670148025,6.882638252231452,8.096776079957513,1.0676294197328389,19.240143512841314,3.7761709489842503
88,24.488107512239367,31.3941154187778,2.861589650856331,1.701839702669531,2.0,30.0,0.08772150153848089,3.1911957108179125,0.24254111024514818,0.8823071957969019,42.83317165144592,45.44829216828718,2.9599605258058874,3.4224308958299376,0.2981602973304689,5.511892487760633,0.32960605996158154
89,1.1319704814814031,85.77157085074577,-4.906168220331892,2.490867639426142,2.0,100.0,6.97290884598766,-54.446586175521965,2.2685039372866775,0.6095212660095246,484.77086375601925,487.3859842728605,-63.092488994112905,-45.800683356931025,0.490867639426142,98.8680295185186,49.54041795519007
90,9.590214191470295,11.936058036866598,3.9314255386125296,4.77177814161405,4.0,11.0,0.1349463731903044,4.078850938341099,0.2970584672283737,0.9802237553541143,86.33492438324834,88.9500449000896,3.9639079275213183,4.19379394916088,0.7717781416140497,1.4097858085297048,0.1474253997285695
91,10.199478717055172,17.7493935682578,4.072521167108789,2.1280689653940494,1.0,29.0,0.29489365922523786,8.245592915500996,0.4235101455980412,0.9407704021649687,165.29039675926887,167.90551727611015,7.835119634980823,8.65606619602117,1.1280689653940494,18.80052128294483,4.173071748392207
92,44.84927799971774,43.94745397416409,-4.323736993828788,1.6956016491167247,2.0,43.0,0.05791462195801928,-4.229247657757339,0.18979121586232747,0.8926147550807974,0.8982595041406967,3.5133800209819563,-4.5202783725047535,-3.938216943009925,0.30439835088327527,1.8492779997177422,0.09448933607144916
93,33.88910349691287,6.437328006722964,-2.706202402478084,2.7096196305938065,5.0,74.0,0.31471046200139696,15.22379184600307,0.3948372126885666,0.8842069591759345,171.8592583662226,174.47437888306388,14.130785872158597,16.316797819847544,2.2903803694061935,40.11089650308713,17.929994248481155
94,24.005606947932392,63.65885637502652,1.115445006871596,1.8234419510699809,2.0,100.0,0.06600458915534649,5.783831000274376,0.20458045463358432,0.65045869079982,14.104452029004676,16.719572545845935,4.9426481268728635,6.625013873675889,0.17655804893001914,75.99439305206761,4.66838599340278
95,20.75083901779726,51.264036211767234,1.2500501715112478,1.3557648588903248,1.0,100.0,0.0748437373999837,4.184516714853745,0.22198363298023,0.6739139906073048,26.79794683827504,29.413067355116297,3.607026557092695,4.762006872614796,0.35576485889032483,79.24916098220274,2.9344665433424977
96,21.598787299823016,5.57318256807048,-0.1637583400588482,4.097774809692055,5.0,60.0,0.05959205823499384,0.7314435538018935,0.19257022577080016,0.14285086235327216,3.782054254438094,6.397174771279354,0.37597350559827775,1.0869136020055092,0.902225190307945,38.401212700176984,0.8952018938607418
97,2.247930684592575,71.41534606472123,-3.685969406506047,2.4169305604882534,2.0,100.0,3.314011843425387,-43.854640894588236,1.5313909885061217,0.6805920833789663,409.63969247543554,412.2548129922768,-49.81510921148942,-37.89417257768705,0.4169305604882534,97.75206931540743,40.16867148808219
98,9.206256777513772,47.06137594988104,1.5368137008044869,2.714454797562212,2.0,100.0,0.2512770053944108,14.238897914154323,0.42703094868829494,0.7476365895837496,149.1244502433158,151.73957076015708,12.597629054399565,15.880166773909082,0.7144547975622122,90.79374322248623,12.702084213349837
99,7.747758197132498,16.88763011514675,-2.292510209372267,2.9293673918582495,1.0,30.0,0.2760463298314511,-5.5751119259826805,0.42654957525128867,0.8802371917277282,158.61974057729677,161.23486109413804,-5.983102521354594,-5.167121330610767,1.9293673918582495,22.252241802867502,3.2826017166104133
100,43.394236841704696,16.771640204708092,-4.856063280021772,2.117001926060766,5.0,83.0,0.7041658488404006,17.56337338078262,0.6259970332946587,0.7726682784504257,253.20070535454678,255.81582587138806,15.673307918027104,19.45343884353813,2.882998073939234,39.605763158295304,22.41943666080439
