Simulation,D1,D2,K,O,best_order,best_delay1,best_delay2,best_mse,best_k,best_mae,best_r2,best_aic,best_bic,k_lower_limit,k_upper_limit,abs_error_order,abs_error_delay1,abs_error_delay2,abs_error_k
11,36.87206204654649,62.82184673531447,-0.2471836807671934,2.8250462976284325,5.188953594444289,14.047599822234204,44.60186145749985,0.05528928737540151,-0.1663910934385005,0.18534281368772812,0.15106426234859915,-3.787203156907026,-1.1720826400657662,-0.24464788709424676,-0.08813429978275425,2.3639072968158565,22.824462224312285,18.219985277814622,0.0807925873286929
12,38.15391731215641,31.17440241936129,-4.002360332524404,3.5812883111648266,4.193083782132817,37.37790554574768,31.388077397629676,0.0573748343454008,-4.009214240538977,0.18988714172450746,0.9531604235311376,-0.04751557366040515,2.5676049431808545,-4.185540979830648,-3.832887501247306,0.6117954709679903,0.7760117664087289,0.21367497826838644,0.006853908014573307
13,44.750757889356464,84.32338023313785,-0.2133615093771368,3.1746751586906607,5.193308143930321,14.495023487635299,43.02923699842588,0.05599154041325022,-0.1449193999786374,0.18604025980192576,0.11334177546827562,-2.5124373271049194,0.10268318973634027,-0.22533588348705552,-0.06450291647021929,2.0186329852396603,30.255734401721163,41.294143234711974,0.0684421093984994
14,36.18019243935123,70.82734649966005,0.8750868134666234,4.6600211639888585,5.98624043523918,40.17584964468978,66.35541800750116,0.05713300002914472,0.9613329175191263,0.1891687005008846,0.4925768868672459,-0.47412921787366713,2.1409912989675925,0.7677543130736908,1.1549115219645618,1.3262192712503218,3.9956572053385457,4.471928492158895,0.08624610405250288
15,36.481382764410235,12.683230827678926,-3.162916119908914,1.869856373872608,2.98872197914015,36.689297065119845,13.16460593435572,0.11669390225159444,-2.768587446494372,0.2623674901613303,0.9364789818383756,71.65728346073399,74.27240397757525,-2.911642560106995,-2.6255323328817486,1.1188656052675419,0.2079143007096107,0.4813751066767935,0.39432867341454214
16,26.29055368946865,71.93783677939791,-0.5999049672391265,4.488339740317314,5.225336332166497,15.963466305040441,61.34196594246916,0.05481159892166754,-0.4357815071358208,0.1830927915849555,0.5358036472925514,-4.663614567955278,-2.0484940511140186,-0.516254890124958,-0.3553081241466836,0.7369965918491834,10.327087384428207,10.595870836928754,0.16412346010330564
17,13.523130897898229,56.642694049631245,-4.390829714247957,4.363569350447506,4.914273345746624,13.75842598859562,56.34172696243172,0.08285830097241954,-4.300604159377191,0.2285360463797192,0.9886341380362612,37.07262562586985,39.687746142711106,-4.392088822054579,-4.209119496699803,0.5507039952991182,0.23529509069739163,0.30096708719952403,0.09022555487076556
18,13.064709662925452,59.57624540769029,-0.937341620447114,1.2644624295644462,1.7178395780485805,23.164252763748273,73.46705759668103,0.08568009099734963,-1.1708100289845977,0.22980129456439385,0.7031574135178348,40.454969838297444,43.0700903551387,-1.3217341623179266,-1.0198858956512689,0.45337714848413424,10.099543100822821,13.890812188990743,0.23346840853748374
19,32.2071108748205,72.04691607214045,0.8957978838589042,1.3239166899584234,1.6792861348638746,9.115008457701936,44.44924524933997,0.06199295173974108,0.3452201998062628,0.1987756549589742,0.4136590597294876,7.7713909236905465,10.386511440531805,0.2636774275869106,0.426762972025615,0.3553694449054512,23.092102417118564,27.59767082280048,0.5505776840526415
20,20.981196189764887,31.96161243959796,-3.6562309449072927,3.7759221256710584,5.324841644687486,19.990061423262762,31.27600750766529,0.05420754609607016,-3.3662434093333515,0.17807026507348653,0.9779850031239607,-5.782866782312453,-3.1677462654711936,-3.4664448961682495,-3.2660419224984536,1.5489195190164273,0.9911347665021246,0.6856049319326694,0.2899875355739412
21,33.15067443577573,56.825357693596736,-2.7197519142646343,1.480275070760399,1.3231924630555456,34.39288573307053,60.35973590323957,0.05835239801967596,-2.8750360116812614,0.1911094742469178,0.8960829627185704,1.6588464906810714,4.273967007522331,-3.069280180485214,-2.680791842877309,0.1570826077048535,1.2422112972948014,3.5343782096428313,0.1552840974166272
22,43.767599599901594,78.44093726074787,0.3826929058413952,3.3672926598228514,5.0736894490643465,44.53747137880272,66.77532592304765,0.057168427292870534,0.34006921612436614,0.18856673475749705,0.07673388609002152,-0.4115201352975646,2.203600381543695,0.10603863818029974,0.5740997940684325,1.706396789241495,0.7698717789011269,11.665611337700227,0.04262368971702907
23,31.59709141822532,31.908440927392803,-0.1168293610680848,1.4498843154869974,5.602102582625753,14.316936552138644,37.303109189020894,0.0562898057383132,-0.11603468839154318,0.18759264860744995,0.07954827735771808,-1.9758411831701892,0.6392793336710705,-0.1943430957385164,-0.03772628104456996,4.152218267138756,17.280154866086676,5.394668261628091,0.0007946726765416107
24,28.33967986190692,18.05218123004306,0.3213044570293277,3.376156684476882,2.506982775199355,39.68849634242659,17.470610109205452,0.05758025760360989,0.3246578703919933,0.19127451841871712,0.2253345259290589,0.3134561903935378,2.9285767072347975,0.20523029948333305,0.4440854413006535,0.869173909277527,11.34881648051967,0.5815711208376086,0.0033534133626655915
25,32.79691274603829,4.659662122954615,-2.0843065541703254,3.862354466225952,4.084278464892097,32.56548591317709,5.164310396743595,0.061354140908322856,-2.0774946599362587,0.19367637218387498,0.9683581845658568,6.725229730226999,9.340350247068258,-2.1520001082078126,-2.002989211664705,0.22192399866614476,0.23142683286119592,0.5046482737889795,0.0068118942340666955
26,42.286359669175,84.35979570483323,-4.737547567347065,1.2654046970419586,1.8992829382252356,48.812391774093,93.96705365255734,0.34254028661016117,-5.174315140616343,0.4981074729135586,0.7346077484793083,180.4176173984864,183.0327379153277,-5.791342861831664,-4.557287419401021,0.6338782411832771,6.526032104918002,9.607257947724108,0.43676757326927795
27,14.96370202070102,16.604965889942832,1.719472334953025,3.9883849225007,4.407588086664944,15.290789454838773,16.12105524156877,0.05782263393720485,1.6817257490059934,0.1896664338945852,0.9386126716778171,0.7377097833658581,3.352830300207118,1.5963986920099815,1.7670528060020052,0.41920316416424397,0.3270874341377539,0.4839106483740636,0.03774658594703162
28,15.064479906577615,53.01246921683196,-4.269299487350509,2.6667801286093886,3.719505897009607,15.049026367489544,52.951846789112686,0.11198893980785421,-4.094373322286314,0.26692953947192943,0.9789610577550756,67.50071211517482,70.11583263201608,-4.2134569659731405,-3.975289678599488,1.0527257684002183,0.015453539088071011,0.06062242771927373,0.17492616506419445
29,23.6155263572,53.860868249437765,3.7398873490747055,2.043109294492752,2.2333980019338298,26.54968199925569,55.970868175537916,0.0578211142533996,4.046778280823055,0.19040300321191467,0.9639111096702155,0.7350552851029875,3.350175801944247,3.8914276164167854,4.202128945229325,0.19028870744107795,2.934155642055689,2.1099999261001514,0.3068909317483497
30,7.449986201245338,66.88098379981238,2.9385567258577794,3.35477203829214,3.6624095262592586,7.721597567503462,70.61870270186495,0.12901739223038283,2.7665761574196455,0.28058547387486305,0.972017528123157,81.79696962542735,84.41209014226861,2.6734473475937364,2.8597049672455546,0.30763748796711843,0.2716113662581243,3.7377189020525634,0.17198056843813392
31,8.858500503469257,20.7562061190838,-4.6385439892765135,4.017758975271136,2.159116664675579,11.497211822720864,23.44650809104489,0.1594185586894466,-5.87383382878967,0.33411569878350666,0.9829186281591004,103.16715251758774,105.782273034429,-6.027458044899809,-5.720209612679531,1.8586423105955565,2.638711319251607,2.690301971961091,1.2352898395131566
32,2.2477346858941014,69.05170061008539,-2.6441970968153328,4.30783369904384,2.5245107435791603,2.142973006795419,72.92712055101833,0.37125316549307735,-1.7868053539415587,0.4344809772514011,0.9307522070261997,188.54760641293308,191.16272692977435,-1.8834991497356939,-1.6901115581474235,1.78332295546468,0.1047616790986825,3.875419940932943,0.8573917428737741
33,38.124038759153336,21.700387287302878,-3.7858026672620326,1.123183231335133,1.5225046968665796,37.13441104332479,22.77720526888183,0.3454308928668534,-3.0010418556965974,0.48407989275846447,0.668133031894721,181.26635338820927,183.88147390505054,-3.4206636417510103,-2.5814200696421845,0.39932146553144654,0.9896277158285471,1.0768179815789516,0.7847608115654352
34,18.965779857244343,45.68645752838347,2.7208744909148663,2.3484261273406446,2.6287009171518925,21.724225466084057,47.03444144005976,0.13925338623182043,2.6155690533025573,0.30672489867819075,0.8773506288516247,89.50811534179891,92.12323585864017,2.4215485215460237,2.809589585059091,0.28027478981124787,2.7584456088397147,1.3479839116762875,0.10530543761230904
35,22.97350197890773,31.9512724672677,1.9833933457266535,3.763525473419577,3.1649053248059738,27.014163279462956,34.49721364803787,0.05274074424722935,2.4464885425393086,0.17937928138897172,0.9083252884309144,-8.55348193210125,-5.9383614152599895,2.2922891393567766,2.6006879457218406,0.5986201486136031,4.040661300555225,2.5459411807701713,0.4630951968126551
36,44.2261340576224,38.86371307133231,-3.816998858237639,2.2803244856186207,3.229111242640883,29.296302817910274,30.467972075202624,0.05600748868019187,-2.2770250907867364,0.1890135778283544,0.8825744232248103,-2.4836732389689473,0.13144727787231236,-2.441806772805756,-2.112243408767717,0.9487867570222623,14.92983123971213,8.395740996129689,1.5399737674509026
37,24.01537064788863,53.016744854976416,-1.656544281868264,1.8227108675055208,4.538986271507219,13.112237119244384,44.30774409273177,0.05486453699988343,-0.9596892763019016,0.18860913965608836,0.8645684903494618,-4.566113935386454,-1.9509934185451945,-1.0350467331021955,-0.8843318195016076,2.7162754040016983,10.903133528644247,8.70900076224465,0.6968550055663625
38,11.390934981871396,75.81160350178834,4.65222654514946,2.5813385634683077,3.420690247894887,11.534770625411523,76.45679803799105,0.06223002919797736,4.6164149186296175,0.196745733523115,0.9931815379794524,8.156904975481098,10.772025492322356,4.5405276078556795,4.6923022294035555,0.8393516844265791,0.14383564354012712,0.645194536202709,0.03581162651984293
39,3.050105853471905,16.653508703806438,2.5388899899553508,4.583536233287305,3.309863646186914,3.604328277872362,16.37271141322197,0.06721917351327067,2.5688551688360732,0.2091405089127739,0.9813597276916671,15.946111754220055,18.561232271061314,2.498614754754186,2.6390955829179603,1.2736725871003904,0.5542224244004572,0.28079729058446645,0.029965178880722476
40,2.3833863358013327,12.0839451685315,-2.040034892270341,1.565013378392905,2.637704383379056,2.054924772990841,13.538693281709342,0.18393215340269561,-1.8160332445305207,0.3308969786535172,0.9170274729623128,117.6135632986236,120.22868381546486,-1.9244097673745109,-1.7076567216865306,1.0726910049861509,0.3284615628104919,1.4547481131778426,0.22400164773982034
41,1.361118130851537,44.78699148178566,-4.099973588017747,1.846654073800892,1.2225129823311276,2.667903946490167,46.92757435658099,0.07250504630509828,-4.417042364369062,0.2112135848952813,0.9929819481720651,23.59157305845673,26.20669357529799,-4.49071472854198,-4.343370000196145,0.6241410914697645,1.30678581563863,2.140582874795328,0.3170687763513156
42,17.94013882940635,81.1200901385164,3.907916567986831,3.0553071484901007,3.9085311563224057,20.28255614047085,83.17081748778214,0.1207943777564211,3.9902616279323317,0.2824267042485056,0.969220496946821,75.14536453942745,77.7604850562687,3.8491845967201757,4.131338659144488,0.853224007832305,2.342417311064498,2.050727349265742,0.08234505994550068
43,16.438718808349222,61.59429343941156,0.558160728542134,4.61632915539667,5.5816949308566794,20.90568952623012,70.32231777130693,0.054573760982382126,0.5819715994763047,0.1798492602306991,0.601334460579581,-5.102826355422394,-2.4877058385811344,0.487959548641901,0.6759836503107084,0.9653657754600093,4.466970717880898,8.72802433189537,0.02381087093417067
44,11.112368256319314,25.974381519830786,4.3207856838125736,3.3219478637911375,3.628862600358083,11.334668368006735,26.140011708108727,0.10132804491190359,4.036718823491009,0.26670672590580746,0.9831805128134744,57.396986053842824,60.01210657068408,3.93196890898358,4.141468737998438,0.30691473656694557,0.2223001116874208,0.16563018827794096,0.28406686032156436
45,24.6824934524484,83.98520204762463,1.818739763693884,4.412088635843247,5.586672722658077,24.22908548669265,83.23426235718101,0.058947965709290666,1.652239154621293,0.1872256811455702,0.9002062062327997,2.684467411756657,5.299587928597917,1.5430978581948598,1.761380451047726,1.1745840868148294,0.45340796575575126,0.7509396904436159,0.16650060907259112
46,42.98697528289631,85.34314724209251,2.689658199669793,1.3943422404117882,1.5846733023690598,31.61864257154175,69.70507874476874,0.1207496739591906,1.8644724564221968,0.28731028587749036,0.6899832750275758,75.10797936235716,77.72309987919841,1.6165221294365502,2.1124227834078435,0.19033106195727156,11.368332711354562,15.638068497323772,0.825185743247596
47,3.329629132989794,73.08384705346542,-2.62094181147404,3.918703924398869,3.6849698138741855,4.829110907161919,71.56790813790718,0.1278018241073462,-2.7235235597964427,0.2664520410197016,0.9770957393781631,80.84086284332986,83.45598336017112,-2.8062522499726,-2.640794869620285,0.2337341105246833,1.499481774172125,1.5159389155582375,0.10258174832240252
48,22.9320531305857,14.385002176160924,0.3937162330839783,3.0396555182524025,2.7953101020455513,30.05176722128096,14.430887948849076,0.057977510855446245,0.40235465083218735,0.19242351184411607,0.35565199802523595,1.0078748699017979,3.6229953867430575,0.2949081997246433,0.5098011019397314,0.24434541620685124,7.119714090695261,0.04588577268815186,0.00863841774820906
49,23.06106133433059,14.65127202065196,-4.539396424079314,3.151062638033181,3.51312431281184,23.08452845992743,15.709764474931688,0.11293079496238291,-4.275766745083209,0.25867718132806145,0.9748222884644047,68.34659544096931,70.96171595781057,-4.412097814034214,-4.139435676132204,0.3620616747786589,0.023467125596841498,1.0584924542797278,0.26362967899610457
50,35.26674957154319,81.65887168643529,1.7294062033761293,4.470975593198091,5.3166454674097,34.93767006623946,79.6180111815296,0.05605425050340895,1.632072510189683,0.18701795569542165,0.7994782988459324,-2.399381411027207,0.21573910581405276,1.469909337240594,1.7942356831387718,0.8456698742116089,0.3290795053037243,2.0408605049056945,0.09733369318644636
51,38.387484818231314,58.97716332075652,4.724220939679071,2.9451444265432656,3.35816709598043,41.63821215551206,59.0917293110309,0.057358941392711145,5.179155641726437,0.19080234550654424,0.9430730695704127,-0.07549666678835365,2.539623850052906,4.926702600213165,5.431608683239709,0.4130226694371646,3.2507273372807433,0.11456599027438585,0.45493470204736575
52,10.114247138146313,83.18706711649429,-0.3212709433864802,4.656259706709534,5.5008345935349325,10.527957705102835,60.78013291713788,0.055839103857619185,-0.3826471417208258,0.18504443528518022,0.5756343319757816,-2.7877840668949148,-0.17266355005365508,-0.4478295922057124,-0.31746469123593923,0.8445748868253986,0.41371056695652264,22.406934199356414,0.0613761983343456
53,27.765837521757927,63.07321123534348,2.2208030929323286,4.290948875714093,5.860697165679113,26.899247205923544,64.32541235503493,0.06425435366263878,1.9005733415349417,0.19466857734421494,0.8901111186292961,11.390098289498212,14.005218806339471,1.7680858645345432,2.0330608185353403,1.5697482899650206,0.8665903158343831,1.252201119691449,0.32022975139738685
54,4.562185644637792,19.128436544328,-1.247321501141414,1.1882619471289215,1.8563824779874825,6.12230152855291,21.246033796029174,0.08094131337374347,-1.1912323897166375,0.22547643833008257,0.8781453273774044,34.70846147861124,37.3235819954525,-1.2792703197636435,-1.1031944596696315,0.6681205308585609,1.5601158839151177,2.1175972517011736,0.05608911142477657
55,2.8809038712643087,3.478359319153242,0.9654652245808392,2.038948189932853,3.1650296596210614,3.193495069524946,4.92662933348624,0.06609166010762998,0.9518151030370381,0.205231622837675,0.872596917554721,14.23759990418381,16.85272042102507,0.8796593180932548,1.0239708879808214,1.1260814696882084,0.3125911982606375,1.4482700143329978,0.013650121543801075
56,20.561381647828966,60.514654130791314,-1.6450192674528807,2.0149471047334373,3.5090515245995038,13.722200189179977,50.21857980367588,0.0605183963939933,-1.180801403932374,0.19644327056471647,0.8877595299155823,5.33998706599931,7.9551075828405695,-1.2641003220760194,-1.0975024857887286,1.4941044198660665,6.839181458648989,10.296074327115434,0.46421786352050676
57,5.996039734687656,72.82595738430973,4.513442703755572,4.579610808286816,5.308927582462728,6.250664212197282,76.80500324019923,0.07600122648593384,4.447934234086547,0.21424165875951628,0.9946354827097375,28.347997821169884,30.963118338011142,4.383126454658569,4.512742013514524,0.7293167741759117,0.25462447750962625,3.9790458558894954,0.06550846966902579
58,18.643416868057106,33.7925454051001,0.6819766492117196,3.020303233060986,2.372528236184553,32.668167798911284,41.157602040256684,0.05360927227739224,1.1347591048179582,0.1828754922564357,0.5434312366200239,-6.903773089934077,-4.2886525730928176,0.928401771093104,1.3411164385428125,0.6477749968764326,14.024750930854179,7.365056635156584,0.45278245560623853
59,9.317899488378316,22.361022843862884,-1.715954408282414,1.5892887371592224,2.564074265221347,10.78362192970636,23.194656595166272,0.07312349098589152,-1.70148616657867,0.21010119285254042,0.9299129775797527,24.449417124268905,27.064537641110164,-1.7941609343293454,-1.6088113988279946,0.9747855280621245,1.4657224413280439,0.8336337513033882,0.014468241703744056
60,33.85860715666786,11.464755870285444,4.849707674002274,1.052374936174601,1.2798536854761733,34.65762773378307,11.763857337538411,0.05873077797361109,4.938726701644464,0.1915278991557902,0.9829670699751298,2.3116560522278746,4.926776569069134,4.809745736081953,5.067707667206975,0.2274787493015722,0.7990205771152148,0.29910146725296727,0.08901902764219027
61,40.82597516989336,40.81064589379821,-0.4886699991766363,2.403342211153358,5.261261384794657,17.57178143110223,32.92916930475461,0.05417487165409903,-0.24886390849067438,0.1843866260654286,0.22487615296452335,-5.843764459400063,-3.2286439425588034,-0.3405305243613041,-0.15719729262004467,2.8579191736412985,23.25419373879113,7.881476589043601,0.2398060906859619
62,21.15561128454283,87.54754466481971,-2.6359667407814413,4.0642141248099515,4.157979949549251,19.998884873880503,86.35255149848939,0.05719879496212984,-2.559179835981624,0.18827902740284674,0.9660539156591177,-0.3578835319631821,2.2572369848780776,-2.6543564825342325,-2.464003189429015,0.0937658247392994,1.1567264106623263,1.1949931663303204,0.07678690479981753
63,16.49006943264976,65.23167085985187,-1.4704181102570146,3.8759810836054394,5.776737787213261,14.518547425333269,61.73257605524397,0.06618144744050221,-1.3252704585556196,0.2060050303185282,0.9127298571216144,14.374718055878247,16.989838572719506,-1.4065725401921925,-1.2439683769190468,1.9007567036078212,1.9715220073164925,3.499094804607907,0.145147651701395
64,9.91780567029491,45.84811686736066,0.4897954396437853,3.5087886373512447,2.8480934358546763,11.686271945546178,58.251408507702465,0.05724158496272616,0.4610671276079052,0.18765254252237576,0.5848404981598598,-0.28235441777337655,2.332766099067883,0.3839965941889987,0.5381376610268117,0.6606952014965684,1.7684662752512672,12.403291640341806,0.02872831203588011
65,27.356018657330424,52.08123722241726,4.3057986872736365,1.2081824638880787,1.599031450907776,26.998428711497727,50.57714699456667,0.39254277753445743,3.66187302310969,0.5383594061897642,0.7430631657824014,194.17949791205172,196.794618428893,3.234665362555261,4.089080683664119,0.3908489870196974,0.35758994583269654,1.5040902278505897,0.6439256641639464
66,42.62980582611635,12.096850183908828,3.372278915485367,4.022519440855831,4.66320094853774,44.21034992259993,12.972777357915426,0.10406754281739294,3.25033953399054,0.2531212359162272,0.9712816234881665,60.091354519366945,62.706475036208204,3.1394548610290665,3.3612242069520137,0.6406815076819088,1.5805440964835782,0.8759271740065984,0.12193938149482708
67,33.89071937976405,85.45941764453892,-0.6208553409669548,1.2489212430082262,5.089856536937715,10.987778638163402,40.20027605501208,0.05696054786995093,-0.31531248802072787,0.1834343012689355,0.4319420673260128,-0.7794520282096755,1.8356684886315842,-0.38705228905083106,-0.24357268699062468,3.8409352939294887,22.90294074160065,45.259141589526834,0.30554285294622696
68,14.478765456471592,35.14876520901453,4.1520708601456136,1.438888322096318,1.7659707378860263,13.68991177691103,33.29124372884853,0.35426293318080365,3.369192567517284,0.49074869170748314,0.878903206619119,183.81627856972733,186.4313990865686,3.121075257366663,3.6173098776679047,0.3270824157897083,0.7888536795605621,1.8575214801659996,0.7828782926283298
69,23.64902994362637,50.23125616402831,2.443210621131584,3.0969233443029225,2.7331779664771694,50.66531001635635,67.00439292617884,0.1575046344912057,5.147207072718491,0.3311632747939771,0.7899852868699271,101.94724373069772,104.56236424753898,4.620677906968002,5.67373623846898,0.3637453778257531,27.01628007272998,16.77313676215053,2.7039964515869066
70,18.440895148087293,29.75019415852148,2.954425484640524,4.446248284075409,3.7847214980632207,21.129340562975706,31.998035580260776,0.08986639605085522,3.160116707740398,0.24129087091832083,0.9493461476384427,45.27303251540687,47.88815303224813,3.0152953885608964,3.3049380269199,0.6615267860121885,2.688445414888413,2.2478414217392952,0.20569122309987442
71,42.77624483173713,18.742073516245,-3.123998976079747,2.2156422822736204,2.23694103526307,41.34107855718601,19.73395925524185,0.0580016896183345,-3.244137563688954,0.19111462626011666,0.9471948670260286,1.0499868188912274,3.665107335732487,-3.39610589587411,-3.092169231503798,0.02129875298944972,1.435166274551122,0.9918857389968494,0.12013858760920693
72,10.853436703328043,89.15468491858337,-0.100268175592646,4.436290557961911,5.304967754236553,13.387629554904978,47.40316824490062,0.056180334430219456,-0.18314544876281175,0.1861135156628352,0.1841449012610369,-2.172455246112065,0.4426652707291945,-0.25962727171043365,-0.10666362581518982,0.8686771962746418,2.5341928515769343,41.75151667368275,0.08287727317016574
73,35.98911198461428,68.66283530567307,-0.916490367380902,1.8860977725125847,5.912206466559609,14.971540348534317,44.93312773166263,0.054050683576150844,-0.43041865236260485,0.18078053382643877,0.5510200683521989,-6.075558167482711,-3.4604376506414516,-0.5075012378411714,-0.35333606688403824,4.026108694047024,21.017571636079964,23.72970757401044,0.4860717150182971
74,15.171897458378226,78.0047651847126,3.705341111635789,2.9219596958719194,3.9852297726281685,15.862887409327119,83.9732692696733,0.10639719039272334,3.5295934805560503,0.2614105133682755,0.9756255943302554,62.327396748170514,64.94251726501177,3.418909301877052,3.6402776592350485,1.063270076756249,0.690989950948893,5.968504084960699,0.17574763107973856
75,8.450132195372134,38.76416389655788,2.172487744828686,3.711318403016776,3.0733291149775375,9.39389139361137,40.8545688026068,0.0590274274306635,2.2851116561279072,0.1943892660640084,0.972874890380171,2.8205234969909725,5.435644013832232,2.2094109182817654,2.360812393974049,0.6379892880392384,0.9437591982392348,2.090404906048917,0.11262391129922111
76,30.690885791089386,61.970343599445194,3.4159844054374844,3.087585110682994,3.9986951482221906,34.69986370068034,63.781250363016724,0.10211684789346878,3.524031577869929,0.2602552211697005,0.891499974718667,58.18019077589784,60.7953112927391,3.280121650629585,3.767941505110273,0.9111100375391965,4.0089779095909535,1.8109067635715306,0.10804717243244477
77,21.939873461145908,32.807768800179474,2.600533236982301,4.813734285067767,4.495198348522405,24.80906256565195,34.29192076955722,0.05308909235149029,3.0400493029557083,0.17849915081242526,0.9554738281953736,-7.88857897606465,-5.273458459223391,2.909848296534983,3.1702503093764336,0.31853593654536194,2.8691891045060416,1.4841519693777485,0.4395160659734074
78,7.439744091127069,88.87151748209726,2.529699938604608,1.6060304422862828,2.573078727940186,8.849977155701467,94.54289797463862,0.10564154222778885,2.4477615670319435,0.2674096939991928,0.9679195608865507,61.60752083860041,64.22264135544167,2.35935081932464,2.5361723147392468,0.9670482856539033,1.4102330645743981,5.67138049254136,0.0819383715726647
79,40.91241443762556,2.678148154518567,-2.285903835436329,4.629410612862557,2.0021531487612156,40.12725446431198,3.1832822673531425,0.060717202835222465,-2.3233084640153856,0.19206017649675497,0.9760926074312196,5.671234136828673,8.286354653669932,-2.395446265514822,-2.2511706625159493,2.6272574641013415,0.7851599733135757,0.5051341128345754,0.0374046285790568
80,13.525046351831406,42.929808517568745,2.3353611084166914,4.144142411183566,3.20658668176127,15.455590917400544,45.15076787882863,0.05307024030313523,2.5936983418006694,0.1771706396248816,0.9698166314632599,-7.924450657927423,-5.309330141086163,2.5029175561395514,2.6844791274617874,0.937555729422296,1.9305445655691376,2.2209593612598866,0.25833723338397796
81,27.76585368765518,37.88785379554611,-0.3843836078885942,1.1749144946224988,3.37165043128568,13.498202567707262,30.191255005996226,0.05666748543925521,-0.25743520787640556,0.1864765204597249,0.2423827479806625,-1.300439152066133,1.3146813647751268,-0.3477330664426485,-0.1671373493101626,2.196735936663181,14.267651119947919,7.696598789549881,0.12694840001218866
82,3.249618083704263,30.590497092693116,1.189039059681818,2.82036353694275,3.600419298703005,3.3056906351083732,29.46253632947185,0.07503454582648568,1.1059961577128208,0.21433148249222345,0.915267992298173,27.05511099939821,29.67023151623947,1.0392327243631347,1.1727595910625068,0.7800557617602548,0.05607255140411027,1.1279607632212674,0.08304290196899711
