Simulation,D1,D2,K,O,best_mse,best_k,best_mae,best_r_squared,best_aic,best_bic,k_lower_limit,k_upper_limit,abs_error_k
27,14.96370202070102,16.604965889942832,1.719472334953025,3.9883849225007,0.9183486539484076,0.21795287838777777,0.8103260536047715,0.025036279125772554,280.0225892305093,282.6377097473506,-0.051887773577889706,0.48779353035344525,1.5015194565652472
28,15.064479906577615,53.01246921683196,-4.269299487350509,2.6667801286093886,5.280916131618425,0.29093414076708224,2.01778895823397,0.007894085933495276,456.69964254411786,459.31476306095914,-0.35614621525549717,0.9380144967896616,4.560233628117591
29,23.6155263572,53.860868249437765,3.7398873490747055,2.043109294492752,1.593454878111309,-0.13261808956748852,1.0899865109766789,0.005449495670380888,335.68194207153186,338.29706258837314,-0.48806395399923763,0.22282777486426056,3.872505438642194
30,7.449986201245338,66.88098379981238,2.9385567258577794,3.35477203829214,4.579583968981447,0.2501572530433074,1.95829117471507,0.006737949013621236,442.308007618205,444.9231281350463,-0.35242535647825746,0.8527398625648722,2.688399472814472
31,8.858500503469257,20.7562061190838,-4.6385439892765135,4.017758975271136,8.625819078407165,-1.1934370947746322,2.53420133758694,0.07576116405854261,506.2563360334548,508.87145655029605,-2.0204337499179994,-0.36644043963126505,3.4451068945018815
32,2.2477346858941014,69.05170061008539,-2.6441970968153328,4.30783369904384,5.068927603538644,-0.7673304069342591,2.059442765650093,0.054521060250539266,452.56164070356226,455.17676122040353,-1.4012900684436502,-0.13337074542486804,1.8768666898810737
33,38.124038759153336,21.700387287302878,-3.7858026672620326,1.123183231335133,0.9471510212923936,-0.43449578113188647,0.8220055346542614,0.09004045594936638,283.14161446931814,285.7567349861594,-0.7085353001206427,-0.1604562621431302,3.3513068861301463
34,18.965779857244343,45.68645752838347,2.7208744909148663,2.3484261273406446,1.1347955780155166,-0.03424933277781254,0.8894675718594515,0.0005128938562498631,301.39728895825573,304.012409475097,-0.33420867875281546,0.26571001319719034,2.7551238236926787
35,22.97350197890773,31.9512724672677,1.9833933457266535,3.763525473419577,0.4741283823052,-0.45144423632506486,0.5625721283075709,0.17586330426443053,213.2515920406478,215.86671255748908,-0.6453325161189148,-0.2575559565312149,2.4348375820517183
36,44.2261340576224,38.86371307133231,-3.816998858237639,2.2803244856186207,0.4070786437530904,0.3751921306603166,0.555764591734626,0.14651690939903717,197.8519463919252,200.46706690876647,0.195535711161878,0.5548485501587552,4.192190988897956
37,24.01537064788863,53.016744854976416,-1.656544281868264,1.8227108675055208,0.40258776890227965,0.07126611696634828,0.5307359970850885,0.006223832538793106,196.7315269097869,199.34664742662818,-0.1073965731213498,0.24992880705404635,1.7278103988346123
38,11.390934981871396,75.81160350178834,4.65222654514946,2.5813385634683077,9.12543314614668,0.05043397859598392,2.7714656392433628,0.00013835555022023716,511.9431857150418,514.5583062318831,-0.80017570879397,0.9010436659859378,4.601792566553477
39,3.050105853471905,16.653508703806438,2.5388899899553508,4.583536233287305,2.437639280535041,1.5341932464140053,1.2984870691912689,0.3240282853270863,378.6196200693056,381.23474058614687,1.0945622546628933,1.9738242381651174,1.0046967435413454
40,2.3833863358013327,12.0839451685315,-2.040034892270341,1.565013378392905,1.1159081643804731,-1.4891459906395081,0.8603240796335564,0.4966093821675569,299.70210933708114,302.3172298539224,-1.7865986171644117,-1.1916933641146046,0.5508889016308329
41,1.361118130851537,44.78699148178566,-4.099973588017747,1.846654073800892,8.465539944809425,-1.9385940675327826,2.5545695156304906,0.18058671621111655,504.3619674180686,506.9770879349099,-2.757871349354078,-1.1193167857114876,2.161379520484964
42,17.94013882940635,81.1200901385164,3.907916567986831,3.0553071484901007,3.915481521835368,-0.13483581495897243,1.820410503877898,0.002299794953895984,426.4843536195789,429.09947413642016,-0.6920166501238262,0.42234502020588127,4.042752382945803
43,16.438718808349222,61.59429343941156,0.558160728542134,4.61632915539667,0.1343883308264917,-0.07100318667779229,0.3093189330267657,0.018282862747011075,85.91639414145584,88.5315146582971,-0.17422806045755518,0.0322216871019706,0.6291639152199263
44,11.112368256319314,25.974381519830786,4.3207856838125736,3.3219478637911375,5.893496569275999,0.5135884901967672,2.07779561455864,0.021735886476920374,467.7843798303437,470.399500347185,-0.16999269088181013,1.1971696712753446,3.8071971936158064
45,24.6824934524484,83.98520204762463,1.818739763693884,4.412088635843247,0.5826206106264825,-0.127554542719861,0.6787846748587589,0.01367383315458659,234.06345883862792,236.6785793554692,-0.3424842774246529,0.08737519198493093,1.946294306413745
46,42.98697528289631,85.34314724209251,2.689658199669793,1.3943422404117882,0.3687472495134161,0.20442963529438515,0.49789492144009334,0.053266059539223365,187.8635568467819,190.47867736362318,0.03344071286542191,0.3754185577233484,2.4852285643754075
47,3.329629132989794,73.08384705346542,-2.62094181147404,3.918703924398869,5.416316034208605,-0.5739080294983622,2.1497242922724844,0.029304042221277804,459.2565881798419,461.8717086966832,-1.229231283445142,0.08141522444841776,2.047033781975678
48,22.9320531305857,14.385002176160924,0.3937162330839783,3.0396555182524025,0.08992443921057768,0.0104420182246985,0.24036377232442796,0.0006015801798796572,45.33824562070342,47.95336613754468,-0.07399685895479666,0.09488089540419367,0.3832742148592798
49,23.06106133433059,14.65127202065196,-4.539396424079314,3.151062638033181,4.485302558609328,-0.009554353193705695,1.7913665082367973,1.0103460706845091e-05,440.20698499559194,442.8221055124332,-0.60590192133597,0.5867932149485586,4.529842070885608
50,35.26674957154319,81.65887168643529,1.7294062033761293,4.470975593198091,0.27473736457637127,-0.09837875536707609,0.4477719546718277,0.01718775613476653,158.13967647589092,160.7547969927322,-0.2459706285123175,0.049213117778165325,1.8277849587432053
51,38.387484818231314,58.97716332075652,4.724220939679071,2.9451444265432656,0.869049202717186,-0.5282691075391323,0.8395746827916971,0.13749622462076594,274.4496746327644,277.0647951496057,-0.790766965209454,-0.2657712498688105,5.2524900472182035
52,10.114247138146313,83.18706711649429,-0.3212709433864802,4.656259706709534,0.13158207916735423,0.0009419754012945013,0.2959950702899752,3.3476853391611883e-06,83.78501467107534,86.4001351879166,-0.10119945909021758,0.10308340989280657,0.3222129187877747
53,27.765837521757927,63.07321123534348,2.2208030929323286,4.290948875714093,0.5446879898032626,-0.28397369538647693,0.651324388218394,0.06846539598232448,227.26382716021277,229.87894767705404,-0.4917889770944256,-0.0761584136785283,2.5047767883188055
54,4.562185644637792,19.128436544328,-1.247321501141414,1.1882619471289215,0.43985274870360747,-0.6723133401925766,0.5417293230088469,0.337815134677397,205.6727414253327,208.28786194217398,-0.8590618890323167,-0.4855647913528365,0.5750081609488374
55,2.8809038712643087,3.478359319153242,0.9654652245808392,2.038948189932853,0.11790292992397056,0.8985930987813631,0.2840638312163397,0.7727217522274125,72.69832800418772,75.31344852102897,0.8019065898527985,0.9952796077099276,0.0668721257994761
56,20.561381647828966,60.514654130791314,-1.6450192674528807,2.0149471047334373,0.5386699839400927,0.03221425825601211,0.6254680915926584,0.0009554809716881829,226.14171450870626,228.75683502554753,-0.17444980730498033,0.23887832381700452,1.6772335257088928
57,5.996039734687656,72.82595738430973,4.513442703755572,4.579610808286816,14.085690156681839,0.40568375211756885,3.4796186955891315,0.0057669871316354815,555.7866830606147,558.4018035774559,-0.6511158621493895,1.4624833663845274,4.1077589516380035
58,18.643416868057106,33.7925454051001,0.6819766492117196,3.020303233060986,0.11508833862784273,-0.06849995653375583,0.26213616107437554,0.019838579884447705,70.25800007151511,72.87312058835637,-0.16402543925565188,0.027025526188140234,0.7504766057454755
59,9.317899488378316,22.361022843862884,-1.715954408282414,1.5892887371592224,0.9361062565444642,-0.46473139319123,0.8207249957602937,0.10276575549676303,281.95692872049943,284.5720492373407,-0.7371684341182341,-0.19229435226422598,1.251223015091184
60,33.85860715666786,11.464755870285444,4.849707674002274,1.052374936174601,3.002271397615206,0.9476298376807758,1.3827247102513234,0.12928994990963838,399.6618663146966,402.2769868315379,0.45973238013093803,1.4355272952306135,3.902077836321498
61,40.82597516989336,40.81064589379821,-0.4886699991766363,2.403342211153358,0.06863491481280884,0.0503189676865026,0.20825036447117679,0.017984582403135496,18.051238651719302,20.66635916856056,-0.023450411749682695,0.12408834712268789,0.5389889668631389
62,21.15561128454283,87.54754466481971,-2.6359667407814413,4.0642141248099515,1.6744411603067006,0.14576718445923592,1.176069534011031,0.006260168780666819,340.6890105783631,343.30413109520435,-0.2185993870319401,0.510133755950412,2.7817339252406774
63,16.49006943264976,65.23167085985187,-1.4704181102570146,3.8759810836054394,0.7469419054901347,0.15160169456357686,0.7635762794330317,0.015045313528684212,259.1570291098625,261.77214962670377,-0.09175707069820815,0.3949604598253619,1.6220198048205914
64,9.91780567029491,45.84811686736066,0.4897954396437853,3.5087886373512447,0.13787761199496834,0.0013654277260604095,0.30579166325785223,6.712811799869378e-06,88.50530915760277,91.12042967444403,-0.10319093267252459,0.10592178812464541,0.4884300119177249
65,27.356018657330424,52.08123722241726,4.3057986872736365,1.2081824638880787,1.393799812011203,0.5195021023058044,0.9567198777800311,0.08769557936954564,322.16098691721675,324.776107434058,0.18706936825870552,0.8519348363529033,3.786296584967832
66,42.62980582611635,12.096850183908828,3.372278915485367,4.022519440855831,3.4570277163637138,-0.5794745938818118,1.529111219913012,0.046002039804247885,413.9069107225773,416.5220312394186,-1.103020793388172,-0.05592839437545161,3.9517535093671787
67,33.89071937976405,85.45941764453892,-0.6208553409669548,1.2489212430082262,0.09895025655509697,-0.05160739670958713,0.24860498039899684,0.013185787738852595,54.99864427700055,57.61376479384181,-0.14018257657069197,0.03696778315151771,0.5692479442573677
68,14.478765456471592,35.14876520901453,4.1520708601456136,1.438888322096318,2.4726647559961443,0.9550267653326945,1.2979194908509915,0.15477532360340984,380.0605218932677,382.675642410109,0.5122485964086156,1.3978049342567733,3.1970440948129193
69,23.64902994362637,50.23125616402831,2.443210621131584,3.0969233443029225,0.6998762461441271,-0.31765659316119205,0.7298551450515138,0.06679375159136614,252.58355687747124,255.1986773943125,-0.5532234610052437,-0.08208972531714046,2.760867214292776
70,18.440895148087293,29.75019415852148,2.954425484640524,4.446248284075409,1.6613144686256078,-0.4767030368511489,1.0901894866045432,0.06358793144148,339.89410660407736,342.50922712091864,-0.8396385821119985,-0.11376749159029925,3.4311285214916727
71,42.77624483173713,18.742073516245,-3.123998976079747,2.2156422822736204,1.060984189028265,0.2745706695514843,0.8278696819255332,0.034072773507465404,294.6044764217306,297.2195969385719,-0.015469424049977587,0.5646107631529462,3.3985696456312313
72,10.853436703328043,89.15468491858337,-0.100268175592646,4.436290557961911,0.06885338490905019,0.003832605176301089,0.2052584999911241,0.0001058962499034255,18.372218667276115,20.987339184117374,-0.07005408772132565,0.07771929807392783,0.10410078076894709
73,35.98911198461428,68.66283530567307,-0.916490367380902,1.8860977725125847,0.11932910247591212,0.046130314947363985,0.2771645097449723,0.008775306278118067,73.91271007230071,76.52783058914197,-0.051139203913780656,0.14339983380850863,0.9626206823282659
74,15.171897458378226,78.0047651847126,3.705341111635789,2.9219596958719194,4.360982748152841,-0.0912832747862921,1.9198469733809709,0.0009476544457268643,437.3680244317035,439.98314494854475,-0.6793082400304956,0.49674169045791144,3.796624386422081
75,8.450132195372134,38.76416389655788,2.172487744828686,3.711318403016776,2.1664157981198926,0.13979560267761218,1.294519049183388,0.00445829059450753,366.70606740806045,369.3211879249017,-0.27465663387643624,0.5542478392316607,2.032692142151074
76,30.690885791089386,61.970343599445194,3.4159844054374844,3.087585110682994,0.8774740843898016,-0.3581955127958574,0.8502030978027608,0.06767627180061886,275.4240900960914,278.03921061293266,-0.6219626768538052,-0.0944283487379095,3.774179918233342
77,21.939873461145908,32.807768800179474,2.600533236982301,4.813734285067767,0.9323474684832233,-0.7236444913013202,0.8105405455053283,0.2180340306359153,281.55056264224993,284.1656831590912,-0.99553401792648,-0.45175496467616044,3.324177728283621
78,7.439744091127069,88.87151748209726,2.529699938604608,1.6060304422862828,3.236444658388842,0.3375852701958451,1.6647391305112835,0.017180518023713676,407.2475990711531,409.8627195879944,-0.1689826380610548,0.844153178452745,2.192114668408763
79,40.91241443762556,2.678148154518567,-2.285903835436329,4.629410612862557,2.4733093652110765,-0.36565081342480055,1.2300041836889022,0.026134683796066427,380.08684857006836,382.7019690869096,-0.8084866934251248,0.07718506657552371,1.9202530220115284
80,13.525046351831406,42.929808517568745,2.3353611084166914,4.144142411183566,1.7337243242366305,-0.22231879126092666,1.1311706229019998,0.013955091956625032,344.2030439061793,346.81816442302056,-0.5930794130293631,0.14844183050750973,2.557679899677618
81,27.76585368765518,37.88785379554611,-0.3843836078885942,1.1749144946224988,0.07385223743238155,-0.04362403139125542,0.21419969316936405,0.012630810326353714,25.450997386049664,28.066117902890923,-0.1201458722647766,0.03289780948226576,0.3407595764973388
82,3.249618083704263,30.590497092693116,1.189039059681818,2.82036353694275,0.7903580884799565,0.4378963297800919,0.76960929748589,0.1074960619452916,264.86339858138604,267.4785190982273,0.1875648124806103,0.6882278470795735,0.7511427299017259
83,19.617128311190758,23.91954962199088,0.4218169546220451,2.7808208693750203,0.07917393351340896,-0.023778244740953195,0.2257473683992527,0.0035326786164102675,32.47865988672089,35.09378040356215,-0.10300916342932687,0.05545267394742048,0.4455951993629983
84,20.65737035078928,23.40822958026547,-4.23354099621065,1.6244037677533925,2.486888143150616,-0.09257801286829788,1.3740529094775886,0.0017079720750746707,380.6398346136976,383.25495513053886,-0.5366278411673813,0.35147181543078554,4.140962983342352
85,20.62658447911963,15.910171023686416,1.212800397770479,4.9503235830925405,0.45623656418102526,-0.05728117431469043,0.5631704480207941,0.00355753898940514,209.36645759551416,211.98157811235544,-0.24747596801898034,0.13291361938959947,1.2700815720851695
86,28.47792462212965,12.943053645431064,0.6129995046649128,3.8361466112546623,0.16077500717861148,-0.048320502010783584,0.3319423090930179,0.0071579425541832276,104.0228981139164,106.63801863075766,-0.16122541734654078,0.06458441332497361,0.6613200066756963
87,6.759856487158686,18.086906289798208,3.713536217110232,2.067629419732839,4.0625008510822695,1.6118276183875355,1.7297631881315731,0.24097142772561397,430.2072581797977,432.82237869663896,1.0442826038306579,2.179372632944413,2.1017085987226967
88,24.488107512239367,31.3941154187778,2.861589650856331,1.701839702669531,0.7381369491476417,-0.12048007103372675,0.7067682810240437,0.009668029986961146,257.95936743904406,260.57448795588533,-0.3624002267392855,0.12144008467183202,2.9820697218900576
89,1.1319704814814031,85.77157085074577,-4.906168220331892,2.490867639426142,16.03668759112087,-1.9150532391275512,3.6809468212288805,0.10195506548391076,568.8883699622395,571.5034904790807,-3.042668422492053,-0.7874380557630494,2.9911149812043414
90,9.590214191470295,11.936058036866598,3.9314255386125296,4.77177814161405,5.124846845157119,1.8498690173474794,1.9909127184432374,0.24895925257957008,453.6697484186659,456.2848689355072,1.2124220986411611,2.4873159360537977,2.08155652126505
91,10.199478717055172,17.7493935682578,4.072521167108789,2.1280689653940494,4.142809029322571,1.2977014991270774,1.7604595939867551,0.16791390713933585,432.18436449978867,434.79948501662994,0.7245742759401533,1.8708287223140014,2.7748196679817116
92,44.84927799971774,43.94745397416409,-4.323736993828788,1.6956016491167247,0.46355317471834745,0.39065854489263574,0.5775591541973429,0.14048008055224892,210.97333190658588,213.58845242342716,0.19894475153077026,0.5823723382545012,4.7143955387214245
93,33.88910349691287,6.437328006722964,-2.706202402478084,2.7096196305938065,2.704810508069424,-0.16219431041709245,1.282971404727474,0.004805141874013041,389.12380130221305,391.7389218190543,-0.6252913482718612,0.3009027274376762,2.5440080920609915
94,24.005606947932392,63.65885637502652,1.115445006871596,1.8234419510699809,0.1885210584660222,-0.025027462468871286,0.3625708364088798,0.0016467274279001742,120.10248191163802,122.71760242847928,-0.1472872158304711,0.09723229089272854,1.1404724693404673
95,20.75083901779726,51.264036211767234,1.2500501715112478,1.3557648588903248,0.2105774474220864,0.1953458320818787,0.3661586662945796,0.08253700465280045,131.27750470695688,133.89262522379815,0.0661318504707527,0.3245598136930047,1.0547043394293691
96,21.598787299823016,5.57318256807048,-0.1637583400588482,4.097774809692055,0.0688416233863721,-0.037062924226016335,0.21171919955434731,0.009808691501461797,18.35496439193122,20.970084908772478,-0.1109433061984075,0.03681745774637483,0.12669541583283186
97,2.247930684592575,71.41534606472123,-3.685969406506047,2.4169305604882534,9.814170043903713,-1.0633376880161638,2.874189682531355,0.05410005902460113,519.2921373899251,521.9072579067663,-1.9454631742518789,-0.1812122017804486,2.6226317184898833
98,9.206256777513772,47.06137594988104,1.5368137008044869,2.714454797562212,0.9922567185895919,0.08322306896031598,0.8718541360389512,0.003453224386138043,287.8404686634136,290.4555891802549,-0.19726578288335925,0.3637119208039912,1.453590631844171
99,7.747758197132498,16.88763011514675,-2.292510209372267,2.9293673918582495,1.8893024311164555,-0.915011607399574,1.192922105934105,0.18032540057934388,352.88255907201136,355.49767958885263,-1.3020502450272198,-0.5279729697719281,1.3774986019726931
100,43.394236841704696,16.771640204708092,-4.856063280021772,2.117001926060766,3.0269204739261477,0.3771260711379366,1.3944590916378556,0.022794071219938372,400.4877052101318,403.1028257269731,-0.11277014612387992,0.8670222883997531,5.233189351159709
